Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
ASUS TUF GAMING B550M-PLUS WiFi II,Asus,,AM4,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$138,https://pangoly.com/en/product/asus-tuf-gaming-b550m-plus-wifi-ii,a02a433e-f36b-1410-8bb3-003fe7c988bc,30
ASUS Pro Q670M-C-CSM,Asus,Pro Q670M-C-CSM90MB19E0-M0AAYC90MB19E0-MVAAYC90MB19E0-M2AAYC,LGA1700,Intel I219-LM,Atx,,4,128 GB,No,1,0,2,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"March 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/asus-pro-q670m-c-csm,35c6443e-f36b-1410-8bb2-003fe7c988bc,30
MSI MAG B660M Bazooka DDR4,Msi,,,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$259,https://pangoly.com/en/product/msi-mag-b660m-bazooka-ddr4,289a433e-f36b-1410-8bb3-003fe7c988bc,31
ASUS TUF Gaming Z690-Plus WiFi,Asus,TUF GAMING Z690-PLUS WIFI90MB1AW0-MVAAY090MB1AW0-M0AAY0,LGA1700,Z690,Atx,,4,192 GB,No,2,1,2,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"February 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-tuf-gaming-z690-plus-wifi,f096443e-f36b-1410-8bb2-003fe7c988bc,31
GIGABYTE X570S AORUS Elite,Gigabyte,,,X570,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,6,Out of Stock,$170,https://pangoly.com/en/product/gigabyte-x570s-aorus-elite,4c76443e-f36b-1410-8bb5-003fe7c988bc,31
GIGABYTE X570S AORUS Elite AX,Gigabyte,X570S AORUS ELITE AXX570S AORUS ELITE AX (rev. 1.1),AM4,X570,Atx,,4,128 GB,No,3,0,0,3,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"February 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$195,https://pangoly.com/en/product/gigabyte-x570s-aorus-elite-ax,4697443e-f36b-1410-8bb2-003fe7c988bc,31
GIGABYTE X570SI AORUS PRO AX,Gigabyte,X570SI AORUS PRO AXX570SI AORUS PRO AX (rev. 1.1),AM4,X570,Mini ITX,,2,64 GB,No,1,0,0,3,2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6,0,1,0,,No,No,Yes,No,"February 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$250,https://pangoly.com/en/product/gigabyte-x570si-aorus-pro-ax,3f97443e-f36b-1410-8bb2-003fe7c988bc,31
GIGABYTE B660 DS3H,Gigabyte,B660 DS3H DDR4,LGA1700,Intel B660,Atx,,4,128 GB,No,1,0,2,2,2260 / 2280 / 22110 - M Key2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/gigabyte-b660-ds3h,f896443e-f36b-1410-8bb2-003fe7c988bc,31
EVGA X570 FTW WiFi,Evga,121-VR-A577-KRX570 FTW WIFI,AM4,X570,Atx,,4,128 GB,No,2,0,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,8,0,,7.1 Channels,,Yes,6,2,1,0,,Yes,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$489,https://pangoly.com/en/product/evga-x570-ftw-wifi,5097443e-f36b-1410-8bb2-003fe7c988bc,31
MSI PRO B660-A DDR4,Msi,PRO B660-A DDR47D59-001R,LGA1700,Realtek 8125BG,Atx,,4,128 GB,No,2,0,3,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,0,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$127,https://pangoly.com/en/product/msi-pro-b660-a-ddr4,09c6443e-f36b-1410-8bb2-003fe7c988bc,31
MSI PRO B660M-A WiFi DDR4,Msi,PRO B660M-A WIFI DDR47D43-002R,LGA1700,Realtek RTL8125BG,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$150,https://pangoly.com/en/product/msi-pro-b660m-a-wifi-ddr4,2dc6443e-f36b-1410-8bb2-003fe7c988bc,31
MSI PRO H610M-G DDR4,Msi,PRO H610M-G DDR47D46-009R,LGA1700,Intel I219-V,Atx,,2,64 GB,No,1,0,1,2,2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,0,,No,No,No,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,In Stock,$86,https://pangoly.com/en/product/msi-pro-h610m-g-ddr4,ceb5c7bc-2743-4b89-36b4-08db23b8605d,31
ASUS TUF Gaming B660M-E D4,Asus,TUF GAMING B660M-E D490MB19J0-M0EAY0,LGA1700,Intel B660,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$305,https://pangoly.com/en/product/asus-tuf-gaming-b660m-e-d4,c893443e-f36b-1410-8bb3-003fe7c988bc,31
Gigabyte X570S GAMING X,Gigabyte,X570S GAMING X,AM4,X570,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$130,https://pangoly.com/en/product/gigabyte-x570s-gaming-x,f829443e-f36b-1410-8bb2-003fe7c988bc,31
ASUS Prime H670-PLUS D4,Asus,PRIME H670-PLUS D490MB18W0-M0AAY0,LGA1700,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,3,0,2,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,2,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,In Stock,$130,https://pangoly.com/en/product/asus-prime-h670-plus-d4,5a13433e-f36b-1410-8bb1-003fe7c988bc,32
ASUS Prime B660-PLUS D4,Asus,PRIME B660-PLUS D490MB18X0-MVAAY090MB18X0-M0EAY090MB18X0-M0AAY0,LGA1700,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,2,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,12,In Stock,$140,https://pangoly.com/en/product/asus-prime-b660-plus-d4,cb96443e-f36b-1410-8bb2-003fe7c988bc,32
ASUS Prime B660M-A AC D4,Asus,PRIME B660M-A AC D490MB19M0-MVAAY090MB19M0-M1AAY0,LGA1700,Intel 1Gb Ethernet,Atx,,4,128 GB,No,4,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,5,2,2,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$150,https://pangoly.com/en/product/asus-prime-b660m-a-ac-d4,1683b72b-c382-4b8f-5139-08dbdc5af2af,32
GIGABYTE B660M DS3H DDR4,Gigabyte,B660M DS3H DDR4,LGA1700,Intel B660,Atx,,4,128 GB,No,1,0,2,2,2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,In Stock,$151,https://pangoly.com/en/product/gigabyte-b660m-ds3h-ddr4,bf96443e-f36b-1410-8bb2-003fe7c988bc,32
ASUS Prime B660M-A WiFi D4,Asus,PRIME B660M-A WIFI D490MB1AE0-MVAAY090MB1AE0-M0EAY0,LGA1700,Intel B660,Atx,,4,128 GB,No,3,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,2,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$160,https://pangoly.com/en/product/asus-prime-b660m-a-wifi-d4,d596443e-f36b-1410-8bb2-003fe7c988bc,32
ASUS TUF Gaming B660M-PLUS WiFi D4,Asus,TUF GAMING B660M-PLUS WIFI D490MB1930-MVAAY0,LGA1700,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$180,https://pangoly.com/en/product/asus-tuf-gaming-b660m-plus-wifi-d4,6a13433e-f36b-1410-8bb1-003fe7c988bc,32
ASUS TUF Gaming H670-PRO WiFi D4,Asus,TUF GAMING H670-PRO WIFI D490MB1900-M0AAY0,LGA1700,Intel 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,2,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$180,https://pangoly.com/en/product/asus-tuf-gaming-h670-pro-wifi-d4,8413433e-f36b-1410-8bb1-003fe7c988bc,32
GIGABYTE B660M AORUS PRO AX DDR4,Gigabyte,B660M AORUS PRO AX DDR4B660M A PRO AX DDR4,LGA1700,Intel B660,Atx,,4,128 GB,No,2,0,0,2,2260 / 2280 - M Key2260 / 2280 / 22110 - M Key,4,0,,,,Yes,6,2,1,0,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$214,https://pangoly.com/en/product/gigabyte-b660m-aorus-pro-ax-ddr4,6213433e-f36b-1410-8bb1-003fe7c988bc,32
ASUS PROART B660-CREATOR D4,Asus,PROART B660-CREATOR D490MB19F0-M0AAY090MB19F0-M0EAY0,LGA1700,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,1,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,1,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-proart-b660-creator-d4,8343433e-f36b-1410-8bb0-003fe7c988bc,32
ASUS ROG STRIX B660-A GAMING WIFI D4,Asus,ROG STRIX B660-A GAMING WIFI D490MB18S0-M0AAY0,LGA1700,Intel 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key,4,0,,7.1 Channels,,Yes,6,1,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-rog-strix-b660-a-gaming-wifi-d4,3243433e-f36b-1410-8bb0-003fe7c988bc,32
ASUS Prime B660M-A D4,Asus,PRIME B660M-A D490MB19K0-MVAAY090MB19K0-M1AAY0,LGA1700,Intel 1Gb Ethernet,Atx,,4,128 GB,No,3,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$256,https://pangoly.com/en/product/asus-prime-b660m-a-d4,5d13433e-f36b-1410-8bb1-003fe7c988bc,32
GIGABYTE B660 AORUS Master DDR4,Gigabyte,B660 AORUS MASTER DDR4B660 A MASTER DDR4,LGA1700,Realtek ALC1220,Atx,,4,128 GB,No,3,0,0,3,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key,4,0,,,,Yes,6,2,1,0,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$322,https://pangoly.com/en/product/gigabyte-b660-aorus-master-ddr4,7113433e-f36b-1410-8bb1-003fe7c988bc,32
GIGABYTE B660M DS3H AX DDR4,Gigabyte,B660M DS3H AX DDR4,LGA1700,Intel B660,Atx,,4,128 GB,No,1,0,2,2,2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,,,Yes,6,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,Out of Stock,$116,https://pangoly.com/en/product/gigabyte-b660m-ds3h-ax-ddr4,dc96443e-f36b-1410-8bb2-003fe7c988bc,33
GIGABYTE B760M DS3H AX DDR4,Gigabyte,B760M DS3H AX DDR4,LGA1700,B760,Atx,,4,192 GB,No,1,0,2,2,2280 - M Key2280 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/gigabyte-b760m-ds3h-ax-ddr4,ee5d453e-f36b-1410-8bb5-003fe7c988bc,33
ASRock Z790 PG SONIC,Asrock,Z790 PG SONIC90-MXBKF0-A0UAYZ,LGA1700,Z790,Atx,,4,128 GB,No,2,0,1,5,2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,8,0,,7.1 Channels,,No,,2,1,1,,No,Yes,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,In Stock,$353,https://pangoly.com/en/product/asrock-z790-pg-sonic,c675443e-f36b-1410-8bb5-003fe7c988bc,33
MSI PRO B550M-P GEN3,Msi,PRO B550M-P GEN37D95-001R,AM4,B550,Atx,,4,128 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/msi-pro-b550m-p-gen3,2476443e-f36b-1410-8bb5-003fe7c988bc,33
GIGABYTE X570S AORUS PRO AX,Gigabyte,X570S AORUS PRO AXX570S AORUS PRO AX (rev. 1.1),AM4,X570,Atx,,4,128 GB,No,3,0,0,3,2242 / 2280 / 22110 - M Key2242 / 2280 / 22110 - M Key2242 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,1,2,0,,No,Yes,Yes,No,"December 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$300,https://pangoly.com/en/product/gigabyte-x570s-aorus-pro-ax,c72a433e-f36b-1410-8bb3-003fe7c988bc,33
GIGABYTE Z690 Gaming X DDR4,Gigabyte,Z690 GAMING X DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,0,4,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key,6,0,,2-channel analog output7.1-channel digital signals,,No,,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$195,https://pangoly.com/en/product/gigabyte-z690-gaming-x-ddr4,c3821730-7145-ec11-829f-12c3a5b6f281,33
MSI PRO Z690-A WIFI DDR4,Msi,PRO Z690-A WIFI DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,1,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$206,https://pangoly.com/en/product/msi-pro-z690-a-wifi-ddr4,c00714e6-ea3b-ec11-829e-12c3a5b6f281,33
ASUS PRIME Z690-A,Asus,PRIME Z690-A90MB18L0-MVAAY090MB18L0-M0AAY0,LGA1700,Z690,Atx,,4,192 GB,No,2,1,2,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-prime-z690-a,13bc2e8c-ea3b-ec11-829e-12c3a5b6f281,33
ASUS ROG Strix Z690-F Gaming WiFi,Asus,ROG STRIX Z690-F GAMING WIFISTRIX Z690-F GAMING WIFI90MB18M0-M0EAY090MB18M0-M0AAY0,LGA1700,Z690,Atx,,4,192 GB,No,2,0,1,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,1,,No,No,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$260,https://pangoly.com/en/product/asus-rog-strix-z690-f-gaming-wifi,6c531399-e93b-ec11-829e-12c3a5b6f281,33
ASUS TUF GAMING Z690-PLUS WIFI D4,Asus,TUF GAMING Z690-PLUS WIFI D4GAMING Z690-PLUS WIFI D490MB18V0-M0EAY090MB18V0-M0AAY0,LGA1700,Z690,Atx,,4,128 GB,No,2,1,2,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$260,https://pangoly.com/en/product/asus-tuf-gaming-z690-plus-wifi-d4,aa41ef59-ea3b-ec11-829e-12c3a5b6f281,33
Gigabyte Z690 UD DDR4,Gigabyte,Z690 UD DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,2,3,2260 / 2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,In Stock,$272,https://pangoly.com/en/product/gigabyte-z690-ud-ddr4,b8ec7a26-7145-ec11-829f-12c3a5b6f281,33
Gigabyte Z690 Aorus Elite DDR4,Gigabyte,Z690 AORUS ELITE DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,0,4,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key,6,0,,,,No,,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$303,https://pangoly.com/en/product/gigabyte-z690-aorus-elite-ddr4,11936f6f-7145-ec11-829f-12c3a5b6f281,33
MSI PRO Z690-A DDR4,Msi,PRO Z690-A DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,1,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,11,In Stock,$366,https://pangoly.com/en/product/msi-pro-z690-a-ddr4,e18694c3-ea3b-ec11-829e-12c3a5b6f281,34
MSI MPG Z690 CARBON WIFI,Msi,MPG Z690 CARBON WIFI,LGA1700,Z690,Atx,,4,192 GB,No,3,0,0,6,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6E,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$415,https://pangoly.com/en/product/msi-mpg-z690-carbon-wifi,0037c946-ea3b-ec11-829e-12c3a5b6f281,34
ASUS ROG Maximus Z690 Hero,Asus,ROG MAXIMUS Z690 HEROMAXIMUS Z690 HERO90MB18E0-M0EAY090MB18E0-M0AAY0,LGA1700,Z690,Atx,,4,192 GB,No,3,0,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,2,1,,No,No,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$519,https://pangoly.com/en/product/asus-rog-maximus-z690-hero,50d52066-e93b-ec11-829e-12c3a5b6f281,34
GIGABYTE Z690 AORUS Elite AX DDR4,Gigabyte,Z690 AORUS ELITE AX DDR4,LGA1700,Z690,Atx,,4,128 GB,No,3,0,0,5,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,2-channel analog output7.1-channel digital signals,,Yes,6,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$230,https://pangoly.com/en/product/gigabyte-z690-aorus-elite-ax-ddr4,d4bb225f-7145-ec11-829f-12c3a5b6f281,34
Gigabyte Z690 UD,Gigabyte,Z690 UD,LGA1700,Z690,Atx,,4,192 GB,No,3,0,2,3,2260 / 2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,6,0,,,,No,,2,1,0,,No,Yes,Yes,No,"November 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$412,https://pangoly.com/en/product/gigabyte-z690-ud,9e429f3b-7145-ec11-829f-12c3a5b6f281,34
MSI PRO Z690-P DDR4,Msi,PRO Z690-P DDR4,LGA1700,Z690,Atx,,4,128 GB,No,2,0,3,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"October 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,Out of Stock,$167,https://pangoly.com/en/product/msi-pro-z690-p-ddr4,d699433e-f36b-1410-8bb3-003fe7c988bc,34
ASUS TUF Gaming B550-PLUS WiFi II,Asus,,AM4,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,4,In Stock,$135,https://pangoly.com/en/product/asus-tuf-gaming-b550-plus-wifi-ii,922a433e-f36b-1410-8bb3-003fe7c988bc,34
EVGA Z590 Dark,Evga,121-RL-E599-KR,LGA1200,Intel Z590,Atx,,2,64 GB,No,2,1,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,,,Yes,6,3,1,0,,Yes,Yes,Yes,No,"September 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$540,https://pangoly.com/en/product/evga-z590-dark,c878453e-f36b-1410-8bb5-003fe7c988bc,34
Asus ROG Strix B550-F Gaming WiFi II,Asus,,AM4,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,7,In Stock,$160,https://pangoly.com/en/product/asus-rog-strix-b550-f-gaming-wifi-ii,159a433e-f36b-1410-8bb3-003fe7c988bc,34
MSI MPG X570S Carbon MAX WiFi,Msi,MPG X570S Carbon MAX WiFi,AM4,X570,Atx,,4,128 GB,No,2,0,2,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,8,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"September 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$285,https://pangoly.com/en/product/msi-mpg-x570s-carbon-max-wifi,0542952b-fc3a-ec11-829e-12c3a5b6f281,34
ASUS ROG Strix X570-E Gaming WiFi II,Asus,ROG STRIX X570-E GAMING WIFI II90MB19W0-M0EAY090MB19W0-MVAAY0,AM4,X570,Atx,,4,128 GB,No,3,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,8,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"September 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$350,https://pangoly.com/en/product/asus-rog-strix-x570-e-gaming-wifi-ii,ace27f30-044f-ec11-829f-12c3a5b6f281,34
MSI MEG X570S ACE MAX,Msi,MEG X570S ACE MAX,AM4,X570,Atx,,4,128 GB,No,3,0,1,5,2280 / 22110 - M Key2260 / 2280 - M Key2280 / 22110 - M Key2260 / 2280 - M Key2230 - E Key,8,0,,7.1 Channels,,Yes,6,2,2,0,,Yes,Yes,Yes,No,"September 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$452,https://pangoly.com/en/product/msi-meg-x570s-ace-max,b8a9a016-fc3a-ec11-829e-12c3a5b6f281,34
