Name,Brand,Model,Cores,Threads,Base Clock,Turbo Clock,Socket,TDP,L3 Cache,Process,Integrated Graphics,Cooler Included,Seller,Seller_Product_URL,Availability,Price
Intel Core i9-9900X149th / 575,Intel,BX80673I99900X,10.0,20.0,3500.0,3.5,LGA2066,165.0,25.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07JDV1MMR?tag=pangoly0b-20,In Stock,340.0
Intel Core i9 9900X OEM,Intel,CD8067304126200,10.0,20.0,3500.0,4400.0,LGA2066,165.0,19.25,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07L5Q7K8N?tag=pangoly0b-20,In Stock,499.99
Intel Core i9-9920X149th / 575,Intel,BX80673I99920X,12.0,24.0,3500.0,3.5,LGA2066,165.0,25.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7902%26ignorebbr%3d1,In Stock,696.0
Intel Core i9 9920X OEM,Intel,CD8067304126300,12.0,24.0,4.4,4400.0,LGA2066,165.0,19.25,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07RL94CYL?tag=pangoly0b-20,In Stock,349.95
Intel Core i9-9940X146th / 575,Intel,BX80673I99940X,14.0,28.0,3300.0,3.3,LGA2066,165.0,25.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7917%26ignorebbr%3d1,In Stock,1191.0
Intel Core i9 9940X OEM,Intel,CD8067304175600,14.0,28.0,3300.0,4400.0,LGA2066,165.0,19.25,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07LB3MLBL?tag=pangoly0b-20,In Stock,998.95
Intel Core i9-9960X146th / 575,Intel,BX80673I99960X,16.0,32.0,3100.0,3.1,LGA2066,165.0,22.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7273%26ignorebbr%3d1,In Stock,725.58
Intel Core i9-9960X146th / 575,Intel,BX80673I99960X,16.0,32.0,3100.0,3.1,LGA2066,165.0,22.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07JDV1QDG?tag=pangoly0b-20,In Stock,1399.99
Intel Core i9-9960X OEM,Intel,CD8067304126500,16.0,32.0,3100.0,4400.0,LGA2066,165.0,22.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7972%26ignorebbr%3d1,In Stock,549.99
Intel Core i9-9960X OEM,Intel,CD8067304126500,16.0,32.0,3100.0,4400.0,LGA2066,165.0,22.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07LB25C9T?tag=pangoly0b-20,In Stock,999.99
Intel Core i9-9980XE144th / 575,Intel,BX80673I99980X,18.0,36.0,3000.0,3.0,LGA2066,165.0,75.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07JGCMQY8?tag=pangoly0b-20,In Stock,1799.99
Intel Core i9-9980XE Extreme OEM,Intel,CD8067304126600,18.0,36.0,4.4,4400.0,LGA2066,165.0,24.75,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07LBWWLG8?tag=pangoly0b-20,In Stock,1498.95
Intel Core Ultra 5 22529th / 575,Intel,BX80768225,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,Intel Xe,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118577%26ignorebbr%3d1,Out of Stock,199.99
Intel Core Ultra 5 22529th / 575,Intel,BX80768225,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,Intel Xe,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA25VKGM1088%26ignorebbr%3d1,Out of Stock,208.41
Intel Core Ultra 5 22529th / 575,Intel,BX80768225,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,Intel Xe,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1860687-REG/intel_bx80768225_core_ultra_5_225.html/BI/21936/KBID/28297,In Stock,246.0
Intel Core Ultra 5 22529th / 575,Intel,BX80768225,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,Intel Xe,Yes,Amazon.com,https://www.amazon.com/dp/B0DT7DXXJT?tag=pangoly0b-20,In Stock,269.99
Intel Core Ultra 5 225F29th / 575,Intel,BX80768225F,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118578%26ignorebbr%3d1,In Stock,168.35
Intel Core Ultra 5 225F29th / 575,Intel,BX80768225F,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPKDR1003%26ignorebbr%3d1,Out of Stock,170.72
Intel Core Ultra 5 225F29th / 575,Intel,BX80768225F,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0DT7CW7VR?tag=pangoly0b-20,In Stock,174.99
Intel Core Ultra 5 225F29th / 575,Intel,BX80768225F,10.0,10.0,3300.0,4900.0,LGA1851,65.0,20.0,3 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1860688-REG/intel_bx80768225f_core_ultra_5_225f.html/BI/21936/KBID/28297,In Stock,231.0
Intel Core Ultra 5 23528th / 575,Intel,BX80768235,14.0,14.0,3400.0,5000.0,LGA1851,65.0,24.0,3 nm,Intel Xe,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118584%26ignorebbr%3d1,Out of Stock,289.99
Intel Core Ultra 5 23528th / 575,Intel,BX80768235,14.0,14.0,3400.0,5000.0,LGA1851,65.0,24.0,3 nm,Intel Xe,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPKE30208%26ignorebbr%3d1,Out of Stock,292.31
Intel Core Ultra 5 245K14th / 575,Intel,BX80768245K,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,Intel Xe,No,Amazon.com,https://www.amazon.com/dp/B0DFK2P311?tag=pangoly0b-20,In Stock,229.39
Intel Core Ultra 5 245K14th / 575,Intel,BX80768245K,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,Intel Xe,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118508%26ignorebbr%3d1,In Stock,229.99
Intel Core Ultra 5 245K14th / 575,Intel,BX80768245K,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,Intel Xe,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1852494-REG/intel_bx80768245k_core_ultra_5_245k.html/BI/21936/KBID/28297,In Stock,229.99
Intel Core Ultra 5 245K14th / 575,Intel,BX80768245K,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,Intel Xe,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11013214&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-5-245k-14-cores-14-threads-4-6ghz-5-2-ghz-turbo-socket-lga-1851-unlocked-desktop-processor-multi%2FJXZRJ5534W&intsrc=CATF_21610,Out of Stock,243.99
Intel Core Ultra 5 245K14th / 575,Intel,BX80768245K,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,Intel Xe,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA0ZXKCH4510%26ignorebbr%3d1,Out of Stock,254.44
Intel Core Ultra 5 245KF14th / 575,Intel,BX80768245KF,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118509%26ignorebbr%3d1,In Stock,219.99
Intel Core Ultra 5 245KF14th / 575,Intel,BX80768245KF,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,,No,Amazon.com,https://www.amazon.com/dp/B0DFK8HHK4?tag=pangoly0b-20,In Stock,219.99
Intel Core Ultra 5 245KF14th / 575,Intel,BX80768245KF,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPKCH0832%26ignorebbr%3d1,Out of Stock,221.24
Intel Core Ultra 5 245KF14th / 575,Intel,BX80768245KF,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10758921&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-5-245kf-14-cores-14-threads-4-6ghz-5-2-ghz-turbo-socket-lga-1851-unlocked-desktop-processor-multi%2FJXZRJ5535T&intsrc=CATF_21610,In Stock,230.03
Intel Core Ultra 5 245KF14th / 575,Intel,BX80768245KF,14.0,14.0,4200.0,5200.0,TYPE,125.0,24.0,3 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1852495-REG/intel_bx80768245kf_core_ultra_5_245kf.html/BI/21936/KBID/28297,In Stock,289.99
Intel Core Ultra 7 26516th / 575,Intel,BX80768265,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,Intel Xe,Yes,Walmart,https://goto.walmart.com/c/2632153/1285387/9383?prodsku=14795710949&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FIntel-Core-Ultra-7-265-Processor-Box%2F14795710949&intsrc=CATF_9768,In Stock,359.98
Intel Core Ultra 7 26516th / 575,Intel,BX80768265,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,Intel Xe,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118575%26ignorebbr%3d1,In Stock,359.99
Intel Core Ultra 7 26516th / 575,Intel,BX80768265,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,Intel Xe,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1860689-REG/intel_bx80768265_core_ultra_7_265.html/BI/21936/KBID/28297,In Stock,359.99
Intel Core Ultra 7 26516th / 575,Intel,BX80768265,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,Intel Xe,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GKFZ7707%26ignorebbr%3d1,Out of Stock,367.25
Intel Core Ultra 7 26516th / 575,Intel,BX80768265,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,Intel Xe,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11057909&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-7-265-20-core-8p-12e-2-4ghz-1-8ghz-lga-1851-65w-bx80768265%2FJXZRJ558R9&intsrc=CATF_21610,In Stock,380.59
Intel Core Ultra 7 265F16th / 575,Intel,BX80768265F,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118576%26ignorebbr%3d1,In Stock,334.99
Intel Core Ultra 7 265F16th / 575,Intel,BX80768265F,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPKNH0505%26ignorebbr%3d1,In Stock,342.77
Intel Core Ultra 7 265F16th / 575,Intel,BX80768265F,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1860690-REG/intel_bx80768265f_core_ultra_7_265f.html/BI/21936/KBID/28297,In Stock,344.99
Intel Core Ultra 7 265F16th / 575,Intel,BX80768265F,20.0,20.0,2400.0,5300.0,LGA1851,65.0,30.0,3 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11052896&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-7-265f-20-core-8p-12e-2-4ghz-1-8ghz-lga-1851-65w-desktop-cpu-bx80768265f%2FJXPW9Y9FTL&intsrc=CATF_21610,Out of Stock,355.49
Intel Core Ultra 7 265K2nd / 575,Intel,BX80768265K,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,Intel Xe,No,Amazon.com,https://www.amazon.com/dp/B0DFK2MH2D?tag=pangoly0b-20,Out of Stock,299.0
Intel Core Ultra 7 265K2nd / 575,Intel,BX80768265K,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,Intel Xe,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6602214&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-7-265k-20-cores-20-threads-4-6ghz-5-5-ghz-turbo-socket-lga-1851-unlocked-desktop-processor-multi%2FJXZRJ5534X&intsrc=CATF_21610,In Stock,299.99
Intel Core Ultra 7 265K2nd / 575,Intel,BX80768265K,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,Intel Xe,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118506%26ignorebbr%3d1,In Stock,309.99
Intel Core Ultra 7 265K2nd / 575,Intel,BX80768265K,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,Intel Xe,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1852496-REG/intel_bx80768265k_core_ultra_7_265k.html/BI/21936/KBID/28297,Out of Stock,309.99
Intel Core Ultra 7 265KF2nd / 575,Intel,BX80768265KF,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GKE74703%26ignorebbr%3d1,Out of Stock,279.99
Intel Core Ultra 7 265KF2nd / 575,Intel,BX80768265KF,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118507%26ignorebbr%3d1,In Stock,283.4
Intel Core Ultra 7 265KF2nd / 575,Intel,BX80768265KF,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,,No,Amazon.com,https://www.amazon.com/dp/B0DFK2WHF8?tag=pangoly0b-20,In Stock,283.4
Intel Core Ultra 7 265KF2nd / 575,Intel,BX80768265KF,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1852497-REG/intel_bx80768265kf_core_ultra_7_265kf.html/BI/21936/KBID/28297,In Stock,299.0
Intel Core Ultra 7 265KF2nd / 575,Intel,BX80768265KF,20.0,20.0,3900.0,5500.0,TYPE,125.0,30.0,3 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11013219&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-7-265kf-20-cores-20-threads-4-6ghz-5-5-ghz-turbo-socket-lga-1851-unlocked-desktop-processor-multi%2FJXZRJ553TK&intsrc=CATF_21610,Out of Stock,300.49
Intel Core Ultra 9 28512th / 575,Intel,BX80768285,24.0,24.0,2500.0,5600.0,LGA1851,65.0,36.0,3 nm,Intel Xe,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118574%26ignorebbr%3d1,In Stock,579.0
Intel Core Ultra 9 28512th / 575,Intel,BX80768285,24.0,24.0,2500.0,5600.0,LGA1851,65.0,36.0,3 nm,Intel Xe,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1860691-REG/intel_bx80768285_core_ultra_9_285.html/BI/21936/KBID/28297,In Stock,579.0
Intel Core Ultra 9 28512th / 575,Intel,BX80768285,24.0,24.0,2500.0,5600.0,LGA1851,65.0,36.0,3 nm,Intel Xe,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GKM02852%26ignorebbr%3d1,In Stock,608.22
Intel Core Ultra 9 28512th / 575,Intel,BX80768285,24.0,24.0,2500.0,5600.0,LGA1851,65.0,36.0,3 nm,Intel Xe,Yes,Amazon.com,https://www.amazon.com/dp/B0DT7JDLDH?tag=pangoly0b-20,In Stock,620.99
Intel Core Ultra 9 28512th / 575,Intel,BX80768285,24.0,24.0,2500.0,5600.0,LGA1851,65.0,36.0,3 nm,Intel Xe,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10758893&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-9-desktop-processor-285-24-cores-8-p-16-e-24-threads-up-to-5-6-ghz-40-mb-cache-socket%2FJXZRJ558YR&intsrc=CATF_21610,Out of Stock,640.3
Intel Core Ultra 9 285K1st / 575,Intel,BX80768285K,24.0,24.0,3700.0,5700.0,TYPE,125.0,36.0,3 nm,Intel Xe,No,Amazon.com,https://www.amazon.com/dp/B0DFKC99VL?tag=pangoly0b-20,In Stock,529.99
Intel Core Ultra 9 285K1st / 575,Intel,BX80768285K,24.0,24.0,3700.0,5700.0,TYPE,125.0,36.0,3 nm,Intel Xe,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GKEU6815%26ignorebbr%3d1,In Stock,529.99
Intel Core Ultra 9 285K1st / 575,Intel,BX80768285K,24.0,24.0,3700.0,5700.0,TYPE,125.0,36.0,3 nm,Intel Xe,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10148518&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-ultra-9-285k-24-cores-24-threads-4-6ghz-5-7-ghz-turbo-socket-lga-1851-unlocked-desktop-processor-multi%2FJXZRJ553QL&intsrc=CATF_21610,In Stock,539.99
Intel Core Ultra 9 285K1st / 575,Intel,BX80768285K,24.0,24.0,3700.0,5700.0,TYPE,125.0,36.0,3 nm,Intel Xe,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118505%26ignorebbr%3d1,In Stock,579.98
Intel Core Ultra 9 285K1st / 575,Intel,BX80768285K,24.0,24.0,3700.0,5700.0,TYPE,125.0,36.0,3 nm,Intel Xe,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1852498-REG/intel_bx80768285k_core_ultra_9_285k.html/BI/21936/KBID/28297,In Stock,579.99
Intel Xeon 6C E5 2620,Intel,BX80621E52620,6.0,12.0,2000.0,2.5,LGA2011,95.0,15.0,32 nm,,No,Amazon.com,https://www.amazon.com/dp/B007H29ECE?tag=pangoly0b-20,In Stock,77.0
Intel Xeon E-2124,Intel,BX80684E2124,4.0,4.0,3.3,4300.0,LGA1151,71.0,8.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAH59KAF8313%26ignorebbr%3d1,Out of Stock,140.61
Intel Xeon E-2124,Intel,BX80684E2124,4.0,4.0,3.3,4300.0,LGA1151,71.0,8.0,14 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118009%26ignorebbr%3d1,Out of Stock,240.99
Intel Xeon E-2124 CM8068403654114,Intel,CM8068403654114,4.0,8.0,3400.0,4500.0,LGA1151,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d2HE-000E-00516%26ignorebbr%3d1,Out of Stock,270.99
Intel Xeon E-2124 CM8068403654114,Intel,CM8068403654114,4.0,8.0,3400.0,4500.0,LGA1151,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPK7K9078%26ignorebbr%3d1,Out of Stock,279.75
Intel Xeon E-2124 CM8068403654414,Intel,CM8068403654414,4.0,4.0,3.3,4300.0,LGA1151,71.0,8.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAWFGJGV1923%26ignorebbr%3d1,Out of Stock,287.79
Intel XEON E-2124G,Intel,BX80684E2124G,4.0,4.0,3400.0,4500.0,LGA1151,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118003%26ignorebbr%3d1,Out of Stock,271.99
Intel XEON E-2124G,Intel,BX80684E2124G,4.0,4.0,3400.0,4500.0,LGA1151,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIADU0JKR6423%26ignorebbr%3d1,Out of Stock,451.35
Intel Xeon E-2134,Intel,BX80684E2134,4.0,8.0,3.5,4500.0,H4,71.0,8.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBN0FJZN2619%26ignorebbr%3d1,Out of Stock,183.79
Intel Xeon E-2134,Intel,BX80684E2134,4.0,8.0,3.5,4500.0,H4,71.0,8.0,14 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118008%26ignorebbr%3d1,Out of Stock,303.99
Intel Xeon E-2136,Intel,BX80684E2136,6.0,12.0,3.3,4500.0,H4,80.0,12.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24G94T5434%26ignorebbr%3d1,Out of Stock,332.49
Intel Xeon E-2136,Intel,BX80684E2136,6.0,12.0,3.3,4500.0,H4,80.0,12.0,14 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118007%26ignorebbr%3d1,Out of Stock,352.99
Intel Xeon E-2136 CM8068403654318,Intel,CM8068403654318,6.0,12.0,3.3,4500.0,LGA1151,80.0,12.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B07KHNNQWZ?tag=pangoly0b-20,In Stock,732.0
Intel Xeon E-2146G,Intel,BX80684E2146G,6.0,12.0,3.5,4500.0,LGA1151,80.0,12.0,14 nm,Intel HD Graphics P630,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118005%26ignorebbr%3d1,Out of Stock,373.99
Intel Xeon E-2146G,Intel,BX80684E2146G,6.0,12.0,3.5,4500.0,LGA1151,80.0,12.0,14 nm,Intel HD Graphics P630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAM4SGPN7888%26ignorebbr%3d1,Out of Stock,495.64
Intel Xeon E-2174G,Intel,BX80684E2174G,4.0,8.0,3.8,4700.0,H4,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIATJ1HS84377%26ignorebbr%3d1,Out of Stock,305.06
Intel Xeon E-2174G,Intel,BX80684E2174G,4.0,8.0,3.8,4700.0,H4,71.0,8.0,14 nm,Intel HD Graphics P630,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118006%26ignorebbr%3d1,Out of Stock,395.99
Intel Xeon E-2174G OEM,Intel,CM8068403654221,4.0,8.0,4.7,4700.0,LGA1151,71.0,8.0,14 nm,Intel HD Graphics P630,No,Amazon.com,https://www.amazon.com/dp/B07KYX5416?tag=pangoly0b-20,In Stock,649.95
