Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Kingston Fury Renegade RGB 32GB (2x16GB) DDR5 7200,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$138,5/5,0,In Stock,$203,https://pangoly.com/en/product/kingston-fury-renegade-rgb-32gb-2x16gb-ddr5-7200,e4ec4776-786a-4c54-deaf-08db18bf8048,38
Kingston Fury Renegade 16GB DDR5 6800,Kingston,,DDR5,16GB,,,36,,,,,,,,$79,5/5,0,Out of Stock,$130,https://pangoly.com/en/product/kingston-fury-renegade-16gb-ddr5-6800,94c27765-52e1-4f08-dec0-08db18bf8048,39
Kingston Fury Renegade 32GB (2x16GB) DDR5 6800,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$138,5/5,0,Out of Stock,$150,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-6800,63f0b6f0-dbfd-4f3f-deb6-08db18bf8048,39
Crucial 16GB DDR5 5600MHz,Crucial,,DDR5,16GB,,DDR5600 MHz,,,,,,,,,$70,5/5,0,In Stock,$69,https://pangoly.com/en/product/crucial-16gb-ddr5-5600mhz,75c3e4c6-093f-444c-debc-08db18bf8048,39
Crucial 16GB DDR5 5200MHz,Crucial,,DDR5,16GB,,DDR5200 MHz,,,,,,,,,$75,5/5,38,In Stock,$70,https://pangoly.com/en/product/crucial-16gb-ddr5-5200mhz,56528f04-87fd-4424-4359-08db471171d5,39
Crucial 32GB (2x16GB) DDR5 5600MHz,Crucial,,DDR5,32GB,2x16gb,DDR5600 MHz,,,,,,,,,$110,5/5,1,In Stock,$145,https://pangoly.com/en/product/crucial-32gb-2x16gb-ddr5-5600mhz,c3b7423d-1ad2-4d1c-deb2-08db18bf8048,39
Crucial 32GB (2x16GB) DDR5 5200MHz,Crucial,,DDR5,32GB,2x16gb,DDR5200 MHz,,,,,,,,,$114,5/5,41,In Stock,$169,https://pangoly.com/en/product/crucial-32gb-2x16gb-ddr5-5200mhz,d7c7ff3e-627f-4d9e-eb27-08db8845a1aa,39
Crucial 32GB DDR5 5200MHz,Crucial,,DDR5,32GB,,DDR5200 MHz,,,,,,,,,$111,5/5,41,In Stock,$175,https://pangoly.com/en/product/crucial-32gb-ddr5-5200mhz,e7f55e08-eb72-4b99-eb26-08db8845a1aa,39
Crucial 64GB (2x32GB) DDR5 5200MHz,Crucial,,DDR5,64GB,2x32gb,DDR5200 MHz,,,,,,,,,$203,5/5,41,Out of Stock,$174,https://pangoly.com/en/product/crucial-64gb-2x32gb-ddr5-5200mhz,c0c48c3f-2179-420a-eb15-08db8845a1aa,39
Corsair Vengeance DDR5 64GB (2x32GB) DDR5 6000M...,Corsair,CMK64GX5M2B6000C40,DDR5,64GB,2x32gb,DDR6000 MHz,40,40-40-40-77,13.33 ns,1.35 V,Yes,No,Black,"November 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,13,Out of Stock,$196,https://pangoly.com/en/product/corsair-vengeance-ddr5-64gb-2x32gb-ddr5-6000mhz-c40,6397443e-f36b-1410-8bb5-003fe7c988bc,39
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000MHz,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,,,,,,,,,$205,5/5,13,Out of Stock,$210,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz,b897443e-f36b-1410-8bb5-003fe7c988bc,39
Corsair Vengeance 32GB (2x16GB) DDR5 7000MHz,Corsair,CMK32GX5M2X7000C34,DDR5,32GB,2x16gb,DDR7000 MHz,34,34-42-42-96,9.71 ns,1.45 V,Yes,No,Black,"November 2022* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,12,In Stock,$210,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-7000mhz,2362443e-f36b-1410-8bb5-003fe7c988bc,39
Corsair Vengeance DDR5 32GB (2x16GB) DDR5 7200MHz,Corsair,CMK32GX5M2X7200C34,DDR5,32GB,2x16gb,DDR7200 MHz,34,34-44-44-96,9.44 ns,1.45 V,Yes,No,Black,"November 2022* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,12,In Stock,$220,https://pangoly.com/en/product/corsair-vengeance-ddr5-32gb-2x16gb-ddr5-7200mhz,0b62443e-f36b-1410-8bb5-003fe7c988bc,39
Corsair Vengeance DDR5 64GB (4x16GB) 5600MHz,Corsair,CMK64GX5M4B5600C36,DDR5,64GB,4x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,Black,"November 2022* First availability for purchase, it may not correspond to the actual market launch date.",$355,5/5,13,Out of Stock,$220,https://pangoly.com/en/product/corsair-vengeance-ddr5-64gb-4x16gb-5600mhz,e496443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Dominator Platinum RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR5600 MHz,,,,,,,,,$355,5/5,55,Out of Stock,$286,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-4x16gb-ddr5-5600mhz,dc96443e-f36b-1410-8bb5-003fe7c988bc,40
Lexar Thor 32GB (2x16GB) DDR4 3200MHz,,LD4BU016G-R3200GDXG,DDR4,32GB,2x16gb,DDR3200 MHz,16,16-18-18-38,10 ns,1.35 V,Yes,No,,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$69,5/5,0,Out of Stock,$128,https://pangoly.com/en/product/lexar-thor-32gb-2x16gb-ddr4-3200mhz,6ef94b68-dd90-4090-f889-08dbaf902ff6,40
Corsair Vengeance RGB DDR5 32GB (2x16GB) 5600MHz,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,,,,,,,,,$115,5/5,22,In Stock,$143,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-32gb-2x16gb-5600mhz,bc96443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Vengeance RGB DDR5 32GB (2x16GB) 5600MH...,Corsair,CMH32GX5M2B5600C36K,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,RGB,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,22,Out of Stock,$90,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-32gb-2x16gb-5600mhz-c36,ea96443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Vengeance RGB DDR5 32GB (2x16GB) 5600MH...,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,,,,,,,,,$115,5/5,22,Out of Stock,$115,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-32gb-2x16gb-5600mhz-c40-white,f296443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Vengeance RGB DDR5 32GB (2x16GB) 5600MH...,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,,,,,,,,,$115,5/5,1,In Stock,$155,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-32gb-2x16gb-5600mhz-c36-amd,3f97443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2D6000Z36K,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.35 V,Yes,No,RGB,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,In Stock,$180,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-c36-amd-expo,c9c6433e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Dominator Platinum RGB DDR5 64GB (2x32G...,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,,,,,,,,,$205,5/5,22,In Stock,$230,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-ddr5-64gb-2x32gb-5600mhz-c40-amd,5997443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Vengeance RGB 64GB (2x32GB) DDR5 5200MH...,Corsair,CMH64GX5M2B5200Z40K,DDR5,64GB,2x32gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$203,5/5,5,In Stock,$311,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-5200mhz-c40,173b443e-f36b-1410-8bb4-003fe7c988bc,40
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,,,,,,,,,$205,5/5,7,Out of Stock,$200,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-c40-cmh64gx5m2b5600c36,c796443e-f36b-1410-8bb5-003fe7c988bc,40
Corsair Dominator Platinum RGB 64GB (2x32GB) DD...,Corsair,CMT64GX5M2B5200Z40K,DDR5,64GB,2x32gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$203,5/5,5,Out of Stock,$230,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-5200mhz-c40-amd-expo,0a3c443e-f36b-1410-8bb4-003fe7c988bc,40
Thermaltake TOUGHRAM XG RGB D5 32GB (2x16GB) DD...,,RG34D516GX2-6000C36B,DDR5,32GB,2x16gb,DDR5-6000 MHz,36,36-38-38-76,12 ns,1.3 V,Yes,No,RGB,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,Out of Stock,$150,https://pangoly.com/en/product/thermaltake-toughram-xg-rgb-d5-32gb-2x16gb-ddr5-6000-white,aeafe595-3a1d-4eb8-eb13-08db8845a1aa,41
Corsair Vengeance DDR5 32GB (2x16GB) 6000MHz C3...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,,,,,,,,,$119,5/5,1,In Stock,$176,https://pangoly.com/en/product/corsair-vengeance-ddr5-32gb-2x16gb-6000mhz-c36-amd,5597443e-f36b-1410-8bb5-003fe7c988bc,41
Corsair Vengeance DDR5 32GB (2x16GB) 5600MHz C36,Corsair,CMK32GX5M2B5600Z36,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,Black,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,In Stock,$178,https://pangoly.com/en/product/corsair-vengeance-ddr5-32gb-2x16gb-5600mhz-c36,c03b443e-f36b-1410-8bb4-003fe7c988bc,41
Corsair Dominator Platinum RGB 32GB (2x16GB) DD...,Corsair,CMT32GX5M2B5200Z40,DDR5,32GB,2x16gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,0,In Stock,$200,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-5200mhz-c40,f33b443e-f36b-1410-8bb4-003fe7c988bc,41
Corsair Dominator Platinum RGB 32GB (2x16GB) DD...,Corsair,CMT32GX5M2B5600Z36,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,RGB,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,In Stock,$219,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-5600mhz-c36,7f3b443e-f36b-1410-8bb4-003fe7c988bc,41
Corsair Vengeance RGB DDR5 32GB (2x16GB) 5200MH...,Corsair,,DDR5,32GB,2x16gb,DDR5200 MHz,,,,,,,,,$203,5/5,3,In Stock,$311,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-32gb-2x16gb-5200mhz-c40,fb96443e-f36b-1410-8bb5-003fe7c988bc,41
Corsair Vengeance DDR5 64GB (2x32GB) 5600MHz C4...,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,,,,,,,,,$205,5/5,7,In Stock,$313,https://pangoly.com/en/product/corsair-vengeance-ddr5-64gb-2x32gb-5600mhz-c40-amd,1097443e-f36b-1410-8bb5-003fe7c988bc,41
Corsair Dominator Platinum RGB DDR5 32GB (2x16G...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,,,,,,,,,$119,5/5,2,Out of Stock,$155,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-ddr5-32gb-2x16gb-6000mhz-c36-amd,7e97443e-f36b-1410-8bb5-003fe7c988bc,41
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,CMH32GX5M2B5600Z36,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-77,12.85 ns,1.25 V,Yes,No,RGB,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-c36-amd,0497443e-f36b-1410-8bb5-003fe7c988bc,41
Kingston Fury Beast RGB Special Edition 8GB DDR...,Kingston,,DDR4,8GB,,,17,,,,,,,,$55,5/5,0,Out of Stock,$33,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-8gb-ddr4-3600,4f49453e-f36b-1410-8bb5-003fe7c988bc,41
Kingston Fury Beast RGB Special Edition 8GB DDR...,Kingston,,DDR4,8GB,,,16,,,,,,,,$49,5/5,0,Out of Stock,$35,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-8gb-ddr4-3200,4d49453e-f36b-1410-8bb5-003fe7c988bc,41
Kingston Fury Beast RGB Special Edition 16GB (2...,Kingston,,DDR4,16GB,2x8gb,,16,,,,,,,,$40,5/5,0,Out of Stock,$61,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-16gb-2x8gb-ddr4-3200,5549453e-f36b-1410-8bb5-003fe7c988bc,41
Kingston Fury Beast RGB Special Edition 16GB (2...,Kingston,,DDR4,16GB,2x8gb,,17,,,,,,,,$59,5/5,0,Out of Stock,$83,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-16gb-2x8gb-ddr4-3600,6e49453e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB Special Edition 32GB (2...,Kingston,,DDR4,32GB,2x16gb,,17,,,,,,,,$69,5/5,0,Out of Stock,$93,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-32gb-2x16gb-ddr4-3600,5d49453e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB Special Edition 32GB (2...,Kingston,,DDR4,32GB,2x16gb,,16,,,,,,,,$69,5/5,0,Out of Stock,$101,https://pangoly.com/en/product/kingston-fury-beast-rgb-special-edition-32gb-2x16gb-ddr4-3200,6749453e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB 16GB DDR5 5200 CL36 AMD,Kingston,,DDR5,16GB,,,36,,,,,,,,$75,5/5,2,In Stock,$82,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-5200-cl36-amd,7097443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB 16GB DDR5 5600 CL36 AMD,Kingston,,DDR5,16GB,,,36,,,,,,,,$75,5/5,2,In Stock,$90,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-5600-cl36-amd,8997443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast 16GB DDR5 5600 CL36,Kingston,,DDR5,16GB,,,36,,,,,,,,$75,5/5,0,In Stock,$115,https://pangoly.com/en/product/kingston-fury-beast-16gb-ddr5-5600-cl36,683b443e-f36b-1410-8bb4-003fe7c988bc,42
Kingston Fury Beast 32GB (2x16GB) DDR5 6000 CL36,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$122,5/5,0,In Stock,$119,https://pangoly.com/en/product/kingston-fury-beast-32gb-2x16gb-ddr5-6000-cl36,1f3a443e-f36b-1410-8bb4-003fe7c988bc,42
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 6000...,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$119,5/5,2,In Stock,$129,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-6000-cl36,4662443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 5600...,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$115,5/5,2,In Stock,$157,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-5600-cl36-amd,1c97443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 5200...,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$115,5/5,3,In Stock,$180,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-5200-cl36-amd,0097443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast 32GB (2x16GB) DDR5 5200 CL36,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$115,5/5,0,In Stock,$195,https://pangoly.com/en/product/kingston-fury-beast-32gb-2x16gb-ddr5-5200-cl36,733a443e-f36b-1410-8bb4-003fe7c988bc,42
Kingston FURY Beast RGB 16GB DDR5 6000 CL36 AMD,Kingston,,DDR5,16GB,,,36,,,,,,,,$79,5/5,7,Out of Stock,$60,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-6000-cl36-amd,a397443e-f36b-1410-8bb5-003fe7c988bc,42
Kingston Fury Beast 16GB DDR5 5200 CL36,Kingston,,DDR5,16GB,,,36,,,,,,,,$75,5/5,0,Out of Stock,$87,https://pangoly.com/en/product/kingston-fury-beast-16gb-ddr5-5200-cl36,503b443e-f36b-1410-8bb4-003fe7c988bc,43
Kingston Fury Beast 32GB (2x16GB) DDR5 5600 CL36,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$119,5/5,0,In Stock,$119,https://pangoly.com/en/product/kingston-fury-beast-32gb-2x16gb-ddr5-5600-cl36,4a3a443e-f36b-1410-8bb4-003fe7c988bc,43
Kingston Fury Beast 16GB DDR5 6000 CL36,Kingston,,DDR5,16GB,,,36,,,,,,,,$79,5/5,0,Out of Stock,$125,https://pangoly.com/en/product/kingston-fury-beast-16gb-ddr5-6000-cl36,303b443e-f36b-1410-8bb4-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2D6000C36W,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.35 V,Yes,No,RGB,"August 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,Out of Stock,$115,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-c36-white,f982443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2D6000C36,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.35 V,Yes,No,RGB,"August 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-c36,0283443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5200MH...,Corsair,CMH32GX5M2B5200C40W,DDR5,32GB,2x16gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,2,In Stock,$168,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5200mhz-c40-white,bb82443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5200MH...,Corsair,CMH32GX5M2B5200C40,DDR5,32GB,2x16gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,2,In Stock,$176,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5200mhz-c40,a582443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,,,,,,,,,$115,5/5,2,In Stock,$180,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-c40,ed82443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6200MH...,Corsair,CMH32GX5M2B6200C36,DDR5,32GB,2x16gb,DDR6200 MHz,36,36-39-39-76,11.61 ns,1.3 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$124,5/5,3,In Stock,$180,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6200mhz-c36,3c99443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,CMH32GX5M2B5600C36,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,2,Out of Stock,$155,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-c36,9c82443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,CMH32GX5M2B5600C40,DDR5,32GB,2x16gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,2,Out of Stock,$180,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-c40,d382443e-f36b-1410-8bb3-003fe7c988bc,43
Corsair Vengeance RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,CMH32GX5M2B5600C36W,DDR5,32GB,2x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,RGB,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,2,Out of Stock,$190,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-c36-white,ad82443e-f36b-1410-8bb3-003fe7c988bc,43
Kingston Fury Renegade Silver 16GB DDR5 6400,Kingston,,DDR5,16GB,,,32,,,,,,,,$79,5/5,0,In Stock,$77,https://pangoly.com/en/product/kingston-fury-renegade-silver-16gb-ddr5-6400,203b443e-f36b-1410-8bb4-003fe7c988bc,44
Kingston Fury Renegade Silver 32GB (2x16GB) DDR...,Kingston,,DDR5,32GB,2x16gb,,32,,,,,,,,$138,5/5,0,In Stock,$177,https://pangoly.com/en/product/kingston-fury-renegade-silver-32gb-2x16gb-ddr5-6400,b03a443e-f36b-1410-8bb4-003fe7c988bc,44
Kingston Fury Renegade 16GB DDR5 6000,Kingston,,DDR5,16GB,,,32,,,,,,,,$79,5/5,0,Out of Stock,$50,https://pangoly.com/en/product/kingston-fury-renegade-16gb-ddr5-6000,483b443e-f36b-1410-8bb4-003fe7c988bc,44
Kingston Fury Renegade Silver 32GB (2x16GB) DDR...,Kingston,,DDR5,32GB,2x16gb,,32,,,,,,,,$138,5/5,0,Out of Stock,$105,https://pangoly.com/en/product/kingston-fury-renegade-silver-32gb-2x16gb-ddr5-6000,c23a443e-f36b-1410-8bb4-003fe7c988bc,44
Lexar Thor 16GB (2x8GB) DDR4 3200MHz,,LD4BU008G-R3200GDXG,DDR4,16GB,2x8gb,DDR3200 MHz,16,16-18-18-38,10 ns,1.35 V,Yes,No,,"June 2022* First availability for purchase, it may not correspond to the actual market launch date.",$40,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/lexar-thor-16gb-2x8gb-ddr4-3200mhz,69b08591-00ee-4ee4-f881-08dbaf902ff6,44
Corsair Dominator Platinum RGB DDR5 64GB (2x32G...,Corsair,CMT64GX5M2B5600C40W,DDR5,64GB,2x32gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,RGB,"June 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,In Stock,$378,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-ddr5-64gb-2x32gb-ddr5-5600mhz-white,800e443e-f36b-1410-8bb3-003fe7c988bc,44
Corsair Dominator Platinum RGB DDR5 64GB (2x32G...,Corsair,CMT64GX5M2B5600C40,DDR5,64GB,2x32gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,RGB,"June 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,In Stock,$378,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-ddr5-64gb-2x32gb-ddr5-5600mhz,ff0e443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 8GB DDR5 5200,Kingston,,DDR5,8GB,,,40,,,,,,,,$38,5/5,0,In Stock,$41,https://pangoly.com/en/product/kingston-fury-beast-rgb-8gb-ddr5-5200,280f443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 8GB DDR5 5600,Kingston,,DDR5,8GB,,,40,,,,,,,,$38,5/5,0,In Stock,$46,https://pangoly.com/en/product/kingston-fury-beast-rgb-8gb-ddr5-5600,410f443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 5600,Kingston,,DDR5,16GB,2x8gb,,40,,,,,,,,$59,5/5,0,In Stock,$73,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-5600,550e443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 16GB DDR5 5200,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,In Stock,$82,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-5200,9f0f443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 5200,Kingston,,DDR5,16GB,2x8gb,,40,,,,,,,,$59,5/5,0,In Stock,$87,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-5200,3b0e443e-f36b-1410-8bb3-003fe7c988bc,44
Kingston Fury Beast RGB 16GB DDR5 5600,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,In Stock,$88,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-5600,6e0f443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 8GB DDR5 6000,Kingston,KF560C40BBA-8,DDR5,8GB,,DDR5-5600 MHz,40,,14.28 ns,1.35 V,Yes,No,RGB,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$38,5/5,0,In Stock,$106,https://pangoly.com/en/product/kingston-fury-beast-rgb-8gb-ddr5-6000,0c10443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 32GB DDR5 5600,Kingston,,DDR5,32GB,,,40,,,,,,,,$122,5/5,0,In Stock,$111,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-5600,c10e443e-f36b-1410-8bb3-003fe7c988bc,45
